Name	week	Player_ID	HR	R	RBI	SB	BA	GP
Carmen Benedetti	0	1350	NaN	NaN	NaN	NaN	0.22	0
Taylor Lindsey	0	1351	NaN	NaN	NaN	NaN	0.214	0
Javier Betancourt	0	1352	NaN	NaN	NaN	NaN	0.234	0
Brandon Barnes	0	1353	NaN	NaN	NaN	NaN	0.225	0
Manny Rodriguez	0	1354	NaN	NaN	NaN	NaN	0.23	0
Hanser Alberto	2.667	1355	0.375	2.25	2.25	0.375	0.243	16
Jemile Weeks	0	1356	NaN	NaN	NaN	NaN	0.222	0
KC Serna	0	1357	NaN	NaN	NaN	NaN	0.234	0
Will Craig	0	1358	NaN	NaN	NaN	NaN	0.224	0
Melvin Mercedes	0	1359	NaN	NaN	NaN	NaN	0.227	0
Emmanuel Burriss	0	1360	NaN	NaN	NaN	NaN	0.243	0
James Jones	0	1361	NaN	NaN	NaN	NaN	0.224	0
Jonathan Herrera	6.667	1362	0.3	2.1	2.1	0.3	0.236	40
Eliseo Aldazaba	0	1363	NaN	NaN	NaN	NaN	0.207	0
Royce Bolinger	0	1364	NaN	NaN	NaN	NaN	0.224	0
Orlando Calixte	0	1365	NaN	NaN	NaN	NaN	0.224	0
Ian Miller	0	1366	NaN	NaN	NaN	NaN	0.24	0
Bengie Gonzalez	0	1367	NaN	NaN	NaN	NaN	0.234	0
Stefan Sabol	0	1368	NaN	NaN	NaN	NaN	0.204	0
Ryan Miller	0	1369	NaN	NaN	NaN	NaN	0.222	0
Don Kelly	0	1370	NaN	NaN	NaN	NaN	0.213	0
Alfredo Silverio	0	1371	NaN	NaN	NaN	NaN	0.222	0
Andrew Guillotte	0	1372	NaN	NaN	NaN	NaN	0.229	0
Alfredo Lopez	0	1373	NaN	NaN	NaN	NaN	0.236	0
Lucas Erceg	0	1374	NaN	NaN	NaN	NaN	0.225	0
Deiner Lopez	0	1375	NaN	NaN	NaN	NaN	0.238	0
Steve Lombardozzi	0	1376	NaN	NaN	NaN	NaN	0.243	0
Daniel Muno	0	1377	NaN	NaN	NaN	NaN	0.201	0
Trent Woodward	0	1378	NaN	NaN	NaN	NaN	0.211	0
Shane Opitz	0	1379	NaN	NaN	NaN	NaN	0.236	0
Jake Rogers	0	1380	NaN	NaN	NaN	NaN	0.213	0
Michael Almanzar	0	1381	NaN	NaN	NaN	NaN	0.224	0
Alex Lavisky	0	1382	NaN	NaN	NaN	NaN	0.216	0
Chris O'Brien	0	1383	NaN	NaN	NaN	NaN	0.201	0
Munenori Kawasaki	0	1384	NaN	NaN	NaN	NaN	0.227	0
Quintin Berry	0	1385	NaN	NaN	NaN	NaN	0.215	0
Paul Janish	0	1386	NaN	NaN	NaN	NaN	0.229	0
Toby Thomas	0	1387	NaN	NaN	NaN	NaN	0.231	0
Pedro Florimon	0	1388	NaN	NaN	NaN	NaN	0.211	0
Richie Martin	0	1389	NaN	NaN	NaN	NaN	0.225	0
Austin Green	0	1390	NaN	NaN	NaN	NaN	0.226	0
Roemon Fields	0	1391	NaN	NaN	NaN	NaN	0.234	0
Luis Mendez	0	1392	NaN	NaN	NaN	NaN	0.225	0
Luis Juarez	0	1393	NaN	NaN	NaN	NaN	0.225	0
Jonathan Reynoso	0	1394	NaN	NaN	NaN	NaN	0.238	0
Glynn Davis	0	1395	NaN	NaN	NaN	NaN	0.229	0
Santiago Nessy	0	1396	NaN	NaN	NaN	NaN	0.216	0
Jayce Ray	0	1397	NaN	NaN	NaN	NaN	0.225	0
Charlie Culberson	9.333	1398	0.321	2.036	2.143	0.321	0.233	56
Reynaldo Navarro	0	1399	NaN	NaN	NaN	NaN	0.229	0
Travis Harrison	0	1400	NaN	NaN	NaN	NaN	0.202	0
Brallan Perez	0	1401	NaN	NaN	NaN	NaN	0.24	0
Brett Vertigan	0	1402	NaN	NaN	NaN	NaN	0.225	0
Juan Kelly	0	1403	NaN	NaN	NaN	NaN	0.219	0
Caleb Ramsey	0	1404	NaN	NaN	NaN	NaN	0.23	0
Jordan Procyshen	0	1405	NaN	NaN	NaN	NaN	0.219	0
Zach Welz	0	1406	NaN	NaN	NaN	NaN	0.217	0
Diego Madero	0	1407	NaN	NaN	NaN	NaN	0.239	0
Chase Simpson	0	1408	NaN	NaN	NaN	NaN	0.207	0
Mason Robbins	0	1409	NaN	NaN	NaN	NaN	0.248	0
Andy Fermin	0	1410	NaN	NaN	NaN	NaN	0.227	0
Eric Stamets	0.333	1411	0	3	3	0	0.215	2
Abiatal Avelino	0	1412	NaN	NaN	NaN	NaN	0.231	0
Bobby Wernes	0	1413	NaN	NaN	NaN	NaN	0.229	0
Osvaldo Abreu	0	1414	NaN	NaN	NaN	NaN	0.231	0
Angelo Mora	0	1415	NaN	NaN	NaN	NaN	0.234	0
Jake Gatewood	0	1416	NaN	NaN	NaN	NaN	0.218	0
Carlos Garay	0	1417	NaN	NaN	NaN	NaN	0.25	0
Bobby Wilson	0	1418	NaN	NaN	NaN	NaN	0.215	0
Tucker Nathans	0	1419	NaN	NaN	NaN	NaN	0.23	0
Jhonatan Solano	0	1420	NaN	NaN	NaN	NaN	0.231	0
Gustavo Nunez	0	1421	NaN	NaN	NaN	NaN	0.241	0
Vaughn Bryan	0	1422	NaN	NaN	NaN	NaN	0.22	0
Logan Ratledge	0	1423	NaN	NaN	NaN	NaN	0.233	0
Omar Infante	0	1424	NaN	NaN	NaN	NaN	0.244	0
Harold Martinez	0	1425	NaN	NaN	NaN	NaN	0.227	0
Khayyan Norfork	0	1426	NaN	NaN	NaN	NaN	0.232	0
Chris Rabago	0	1427	NaN	NaN	NaN	NaN	0.234	0
Ricky Oropesa	0	1428	NaN	NaN	NaN	NaN	0.21	0
Max George	0	1429	NaN	NaN	NaN	NaN	0.219	0
Carlos Munoz	0	1430	NaN	NaN	NaN	NaN	0.218	0
Welington Dotel	0	1431	NaN	NaN	NaN	NaN	0.225	0
Willie Argo	0	1432	NaN	NaN	NaN	NaN	0.208	0
Tim Torres	0	1433	NaN	NaN	NaN	NaN	0.212	0
Aaron Brown	0	1434	NaN	NaN	NaN	NaN	0.212	0
Luis Flores	0	1435	NaN	NaN	NaN	NaN	0.204	0
Ryan Gebhardt	0	1436	NaN	NaN	NaN	NaN	0.241	0
Luke Maile	1.333	1437	0.75	2.25	2.25	0	0.218	8
Austin Davidson	0	1438	NaN	NaN	NaN	NaN	0.223	0
Tim Arakawa	0	1439	NaN	NaN	NaN	NaN	0.22	0
Ramon Rios	0	1440	NaN	NaN	NaN	NaN	0.251	0
Blaise Salter	0	1441	NaN	NaN	NaN	NaN	0.234	0
Tyler Pearson	0	1442	NaN	NaN	NaN	NaN	0.209	0
Johnny Davis	0	1443	NaN	NaN	NaN	NaN	0.234	0
Chad Hinshaw	0	1444	NaN	NaN	NaN	NaN	0.21	0
Isaac Galloway	0	1445	NaN	NaN	NaN	NaN	0.223	0
Peter Maris	0	1446	NaN	NaN	NaN	NaN	0.228	0
Gabriel Lino	0	1447	NaN	NaN	NaN	NaN	0.216	0
Antonio Lamas	0	1448	NaN	NaN	NaN	NaN	0.226	0
Drew Jackson	0	1449	NaN	NaN	NaN	NaN	0.22	0
Diego Goris	0	1450	NaN	NaN	NaN	NaN	0.233	0
Trae Santos	0	1451	NaN	NaN	NaN	NaN	0.205	0
Rodolfo Amador	0	1452	NaN	NaN	NaN	NaN	0.241	0
Cristhian Presichi	0	1453	NaN	NaN	NaN	NaN	0.229	0
Juan Apodaca	0	1454	NaN	NaN	NaN	NaN	0.216	0
Yordan Alvarez	0	1455	NaN	NaN	NaN	NaN	0.218	0
Chris O'Dowd	0	1456	NaN	NaN	NaN	NaN	0.21	0
Tony Cruz	0	1457	NaN	NaN	NaN	NaN	0.211	0
Bubba Starling	0.5	1458	0	2	2	0	0.218	3
Blake Trahan	0	1459	NaN	NaN	NaN	NaN	0.228	0
Emmanuel Avila	0	1460	NaN	NaN	NaN	NaN	0.239	0
Tyler Ladendorf	15.667	1461	0.255	2.106	1.979	0.383	0.225	94
Cutter Dykstra	0	1462	NaN	NaN	NaN	NaN	0.215	0
Tomas Morales	0	1463	NaN	NaN	NaN	NaN	0.223	0
Anderson Feliz	0	1464	NaN	NaN	NaN	NaN	0.219	0
Trent Clark	0	1465	NaN	NaN	NaN	NaN	0.197	0
Ray Chang	0	1466	NaN	NaN	NaN	NaN	0.231	0
Tom Belza	0	1467	NaN	NaN	NaN	NaN	0.221	0
Jake Skole	0	1468	NaN	NaN	NaN	NaN	0.205	0
Cornelius Randolph	0	1469	NaN	NaN	NaN	NaN	0.204	0
Darick Hall	0	1470	NaN	NaN	NaN	NaN	0.201	0
Troy Stein	0	1471	NaN	NaN	NaN	NaN	0.214	0
Grant DeBruin	0	1472	NaN	NaN	NaN	NaN	0.231	0
Josh Altmann	0	1473	NaN	NaN	NaN	NaN	0.217	0
Jonathan Schwind	0	1474	NaN	NaN	NaN	NaN	0.211	0
Vimael Machin	0	1475	NaN	NaN	NaN	NaN	0.232	0
Emerson Landoni	0	1476	NaN	NaN	NaN	NaN	0.239	0
Max Pentecost	0	1477	NaN	NaN	NaN	NaN	0.219	0
Jaime Pedroza	0	1478	NaN	NaN	NaN	NaN	0.215	0
Seth Mejias-Brean	0	1479	NaN	NaN	NaN	NaN	0.218	0
Ben DeLuzio	0	1480	NaN	NaN	NaN	NaN	0.237	0
L.J. Mazzilli	0	1481	NaN	NaN	NaN	NaN	0.219	0
Jordan Pacheco	0	1482	NaN	NaN	NaN	NaN	0.216	0
Austin Allen	0	1483	NaN	NaN	NaN	NaN	0.219	0
Bryson Smith	0	1484	NaN	NaN	NaN	NaN	0.218	0
Chris Curley	0	1485	NaN	NaN	NaN	NaN	0.218	0
Alan Sanchez	0	1486	NaN	NaN	NaN	NaN	0.234	0
Sergio Contreras	0	1487	NaN	NaN	NaN	NaN	0.227	0
Chris Paul	0	1488	NaN	NaN	NaN	NaN	0.23	0
Zach Cone	0	1489	NaN	NaN	NaN	NaN	0.211	0
Joey Wong	0	1490	NaN	NaN	NaN	NaN	0.213	0
Steven Baron	0	1491	NaN	NaN	NaN	NaN	0.218	0
Johan Mieses	0	1492	NaN	NaN	NaN	NaN	0.197	0
Alan Espinoza	0	1493	NaN	NaN	NaN	NaN	0.214	0
Preston Scott	0	1494	NaN	NaN	NaN	NaN	0.214	0
Enrique Osorio	0	1495	NaN	NaN	NaN	NaN	0.234	0
Buck Britton	0	1496	NaN	NaN	NaN	NaN	0.226	0
Austin Nola	1.833	1497	0	1.636	1.636	0	0.223	11
Jhohan Acevedo	0	1498	NaN	NaN	NaN	NaN	0.223	0
Jake Robson	0	1499	NaN	NaN	NaN	NaN	0.226	0
Michael De Leon	0	1500	NaN	NaN	NaN	NaN	0.238	0
Luis Cruz	0	1501	NaN	NaN	NaN	NaN	0.222	0
Taylor Sparks	0	1502	NaN	NaN	NaN	NaN	0.201	0
Jonathan Morales	0	1503	NaN	NaN	NaN	NaN	0.23	0
Jorge Flores	0	1504	NaN	NaN	NaN	NaN	0.226	0
Victor Roache	0	1505	NaN	NaN	NaN	NaN	0.2	0
Andrew Ely	0	1506	NaN	NaN	NaN	NaN	0.221	0
Willie Abreu	0	1507	NaN	NaN	NaN	NaN	0.226	0
Zack Short	0	1508	NaN	NaN	NaN	NaN	0.204	0
Alejandro Ortiz	0	1509	NaN	NaN	NaN	NaN	0.22	0
Joe Sever	0	1510	NaN	NaN	NaN	NaN	0.226	0
Dustin Houle	0	1511	NaN	NaN	NaN	NaN	0.214	0
Luis Arraez	0	1512	NaN	NaN	NaN	NaN	0.246	0
Rodrigo Vigil	0	1513	NaN	NaN	NaN	NaN	0.236	0
Keon Barnum	0	1514	NaN	NaN	NaN	NaN	0.201	0
Adam Law	0	1515	NaN	NaN	NaN	NaN	0.23	0
Erick Salcedo	0	1516	NaN	NaN	NaN	NaN	0.236	0
Wendell Rijo	0	1517	NaN	NaN	NaN	NaN	0.218	0
Brandon Downes	0	1518	NaN	NaN	NaN	NaN	0.209	0
Terrance Gore	0	1519	NaN	NaN	NaN	NaN	0.227	0
Jake Lowery	0	1520	NaN	NaN	NaN	NaN	0.197	0
Stephen Wickens	0	1521	NaN	NaN	NaN	NaN	0.219	0
Yancarlo Angulo	0	1522	NaN	NaN	NaN	NaN	0.217	0
Anthony Giansanti	0	1523	NaN	NaN	NaN	NaN	0.222	0
Ian Parmley	0	1524	NaN	NaN	NaN	NaN	0.225	0
Brett Harper	0	1525	NaN	NaN	NaN	NaN	0.202	0
Christian Ibarra	0	1526	NaN	NaN	NaN	NaN	0.216	0
Carlos Arroyo	0	1527	NaN	NaN	NaN	NaN	0.229	0
Deven Marrero	2.167	1528	0.462	2.308	1.846	0.462	0.224	13
Jahmai Jones	0	1529	NaN	NaN	NaN	NaN	0.222	0
A.J. Jimenez	0	1530	NaN	NaN	NaN	NaN	0.221	0
Dillon Thomas	0	1531	NaN	NaN	NaN	NaN	0.218	0
Yordanys Linares	0	1532	NaN	NaN	NaN	NaN	0.23	0
Amadeo Zazueta	0	1533	NaN	NaN	NaN	NaN	0.241	0
Connor Lien	0	1534	NaN	NaN	NaN	NaN	0.207	0
Brock Hebert	0	1535	NaN	NaN	NaN	NaN	0.208	0
Ali Castillo	0	1536	NaN	NaN	NaN	NaN	0.243	0
Beau Amaral	0	1537	NaN	NaN	NaN	NaN	0.219	0
Maxx Tissenbaum	0	1538	NaN	NaN	NaN	NaN	0.226	0
Matt Newman	0	1539	NaN	NaN	NaN	NaN	0.208	0
C.J. Retherford	0	1540	NaN	NaN	NaN	NaN	0.218	0
Matt Dean	0	1541	NaN	NaN	NaN	NaN	0.207	0
Sean Coyle	0	1542	NaN	NaN	NaN	NaN	0.2	0
Alay Lago	0	1543	NaN	NaN	NaN	NaN	0.239	0
Issmael Salas	0	1544	NaN	NaN	NaN	NaN	0.223	0
Andy Young	0	1545	NaN	NaN	NaN	NaN	0.22	0
Wilfredo Tovar	0	1546	NaN	NaN	NaN	NaN	0.233	0
Brett Siddall	0	1547	NaN	NaN	NaN	NaN	0.218	0
Erisbel Arruebarrena	0	1548	NaN	NaN	NaN	NaN	0.225	0
Kelvin Gutierrez	0	1549	NaN	NaN	NaN	NaN	0.232	0
Matt Lipka	0	1550	NaN	NaN	NaN	NaN	0.22	0
Daniel Salters	0	1551	NaN	NaN	NaN	NaN	0.218	0
Tony Campana	0	1552	NaN	NaN	NaN	NaN	0.232	0
Cam Gibson	0	1553	NaN	NaN	NaN	NaN	0.209	0
Stephen Perez	0	1554	NaN	NaN	NaN	NaN	0.211	0
Jay Baum	0	1555	NaN	NaN	NaN	NaN	0.216	0
Carlos Paulino	0	1556	NaN	NaN	NaN	NaN	0.22	0
Peter O'Brien	0	1557	NaN	NaN	NaN	NaN	0.192	0
Mitch Delfino	0	1558	NaN	NaN	NaN	NaN	0.22	0
James Vasquez	0	1559	NaN	NaN	NaN	NaN	0.21	0
Blake Lalli	0	1560	NaN	NaN	NaN	NaN	0.225	0
Keibert Ruiz	0	1561	NaN	NaN	NaN	NaN	0.232	0
Keenyn Walker	0	1562	NaN	NaN	NaN	NaN	0.211	0
Andrew Velazquez	0	1563	NaN	NaN	NaN	NaN	0.222	0
Seby Zavala	0	1564	NaN	NaN	NaN	NaN	0.208	0
Angel Franco	0	1565	NaN	NaN	NaN	NaN	0.23	0
Rashad Crawford	0	1566	NaN	NaN	NaN	NaN	0.217	0
River Stevens	0	1567	NaN	NaN	NaN	NaN	0.23	0
Luis Alfonso Garcia	0	1568	NaN	NaN	NaN	NaN	0.2	0
Andy Vasquez	0	1569	NaN	NaN	NaN	NaN	0.223	0
Mark Karaviotis	0	1570	NaN	NaN	NaN	NaN	0.216	0
Chris DeVito	0	1571	NaN	NaN	NaN	NaN	0.219	0
Ty Moore	0	1572	NaN	NaN	NaN	NaN	0.225	0
Ronnie Freeman	0	1573	NaN	NaN	NaN	NaN	0.22	0
Ke'Bryan Hayes	0	1574	NaN	NaN	NaN	NaN	0.229	0
Garabez Rosa	0	1575	NaN	NaN	NaN	NaN	0.24	0
Bryant Flete	0	1576	NaN	NaN	NaN	NaN	0.223	0
Fernando Perez	0	1577	NaN	NaN	NaN	NaN	0.212	0
Jordan Smith	0	1578	NaN	NaN	NaN	NaN	0.215	0
Luis Marte	0	1579	NaN	NaN	NaN	NaN	0.239	0
Nick Rickles	0	1580	NaN	NaN	NaN	NaN	0.217	0
Patrick Brady	0	1581	NaN	NaN	NaN	NaN	0.214	0
Cord Sandberg	0	1582	NaN	NaN	NaN	NaN	0.214	0
Myles Schroder	0	1583	NaN	NaN	NaN	NaN	0.22	0
Cael Brockmeyer	0	1584	NaN	NaN	NaN	NaN	0.205	0
Claudio Bautista	0	1585	NaN	NaN	NaN	NaN	0.216	0
Aaron Mizell	0	1586	NaN	NaN	NaN	NaN	0.226	0
Jake Noll	0	1587	NaN	NaN	NaN	NaN	0.227	0
Sal Giardina	0	1588	NaN	NaN	NaN	NaN	0.221	0
Jonathan Mota	0	1589	NaN	NaN	NaN	NaN	0.228	0
Ivan Castillo	0	1590	NaN	NaN	NaN	NaN	0.226	0
Mark Laird	0	1591	NaN	NaN	NaN	NaN	0.229	0
Jose Vargas	0	1592	NaN	NaN	NaN	NaN	0.199	0
Gosuke Katoh	0	1593	NaN	NaN	NaN	NaN	0.212	0
Peter Mooney	0	1594	NaN	NaN	NaN	NaN	0.22	0
Jeremias Pineda	0	1595	NaN	NaN	NaN	NaN	0.22	0
Francisco Lugo	0	1596	NaN	NaN	NaN	NaN	0.234	0
Connor Spencer	0	1597	NaN	NaN	NaN	NaN	0.216	0
Nick Ciuffo	0	1598	NaN	NaN	NaN	NaN	0.219	0
Joey DeMichele	0	1599	NaN	NaN	NaN	NaN	0.216	0
Juan Carlos Gamboa	0	1600	NaN	NaN	NaN	NaN	0.218	0
Michael Suchy	0	1601	NaN	NaN	NaN	NaN	0.209	0
Emmanuel Rivera	0	1602	NaN	NaN	NaN	NaN	0.226	0
Michael Pritchard	0	1603	NaN	NaN	NaN	NaN	0.218	0
Daniel Carbonell	0	1604	NaN	NaN	NaN	NaN	0.224	0
Ivan Terrazas	0	1605	NaN	NaN	NaN	NaN	0.228	0
Tyler Hill	0	1606	NaN	NaN	NaN	NaN	0.225	0
Chase Vallot	0	1607	NaN	NaN	NaN	NaN	0.184	0
Gilberto Mejia	0	1608	NaN	NaN	NaN	NaN	0.228	0
Vince Fernandez	0	1609	NaN	NaN	NaN	NaN	0.208	0
Estevan Florial	0	1610	NaN	NaN	NaN	NaN	0.203	0
Paul Hoenecke	0	1611	NaN	NaN	NaN	NaN	0.213	0
Ryan Boldt	0	1612	NaN	NaN	NaN	NaN	0.221	0
Pat Blair	0	1613	NaN	NaN	NaN	NaN	0.21	0
Raul Navarro	0	1614	NaN	NaN	NaN	NaN	0.225	0
Sandber Pimentel	0	1615	NaN	NaN	NaN	NaN	0.199	0
Kort Peterson	0	1616	NaN	NaN	NaN	NaN	0.222	0
Michael Brosseau	0	1617	NaN	NaN	NaN	NaN	0.229	0
Jake DePew	0	1618	NaN	NaN	NaN	NaN	0.209	0
Luke Raley	0	1619	NaN	NaN	NaN	NaN	0.213	0
Rubi Silva	0	1620	NaN	NaN	NaN	NaN	0.223	0
Wilson Soriano	0	1621	NaN	NaN	NaN	NaN	0.243	0
Victor Mendoza	0	1622	NaN	NaN	NaN	NaN	0.209	0
Shane Hoelscher	0	1623	NaN	NaN	NaN	NaN	0.219	0
Rafael Ynoa	0	1624	NaN	NaN	NaN	NaN	0.221	0
Elliot Soto	0	1625	NaN	NaN	NaN	NaN	0.213	0
Danny Bethea	0	1626	NaN	NaN	NaN	NaN	0.215	0
Jon Berti	0	1627	NaN	NaN	NaN	NaN	0.213	0
Ian Sagdal	0	1628	NaN	NaN	NaN	NaN	0.224	0
Wes Darvill	0	1629	NaN	NaN	NaN	NaN	0.217	0
Zach McKinstry	0	1630	NaN	NaN	NaN	NaN	0.218	0
Justin Bohn	0	1631	NaN	NaN	NaN	NaN	0.219	0
Angel Rosa	0	1632	NaN	NaN	NaN	NaN	0.213	0
Leon Landry	0	1633	NaN	NaN	NaN	NaN	0.22	0
Brian Navarreto	0	1634	NaN	NaN	NaN	NaN	0.22	0
Jonathan Diaz	0	1635	NaN	NaN	NaN	NaN	0.199	0
Kevin Padlo	0	1636	NaN	NaN	NaN	NaN	0.189	0
Jake Hager	0	1637	NaN	NaN	NaN	NaN	0.226	0
Francisco Diaz	0	1638	NaN	NaN	NaN	NaN	0.218	0
Victor Acosta	0	1639	NaN	NaN	NaN	NaN	0.232	0
Alberto Rosario	0	1640	NaN	NaN	NaN	NaN	0.228	0
Kevin Torres	0	1641	NaN	NaN	NaN	NaN	0.215	0
Jack Sundberg	0	1642	NaN	NaN	NaN	NaN	0.222	0
Justin Seager	0	1643	NaN	NaN	NaN	NaN	0.202	0
Luis Mauricio Suarez	0	1644	NaN	NaN	NaN	NaN	0.22	0
Sam Haggerty	0	1645	NaN	NaN	NaN	NaN	0.212	0
Walter Ibarra	0	1646	NaN	NaN	NaN	NaN	0.235	0
Parker Berberet	0	1647	NaN	NaN	NaN	NaN	0.209	0
Hak-Ju Lee	0	1648	NaN	NaN	NaN	NaN	0.208	0
Xorge Carrillo	0	1649	NaN	NaN	NaN	NaN	0.214	0
Cameron Kneeland	0	1650	NaN	NaN	NaN	NaN	0.207	0
Chris McFarland	0	1651	NaN	NaN	NaN	NaN	0.226	0
Maikis De La Cruz	0	1652	NaN	NaN	NaN	NaN	0.216	0
Matt Rose	0	1653	NaN	NaN	NaN	NaN	0.201	0
Eddy Martinez	0	1654	NaN	NaN	NaN	NaN	0.214	0
Arturo Rodriguez	0	1655	NaN	NaN	NaN	NaN	0.216	0
Wilson Garcia	0	1656	NaN	NaN	NaN	NaN	0.231	0
Jose Rosario	0	1657	NaN	NaN	NaN	NaN	0.231	0
Riley Unroe	0	1658	NaN	NaN	NaN	NaN	0.208	0
Trey Amburgey	0	1659	NaN	NaN	NaN	NaN	0.211	0
Edwin Garcia	0	1660	NaN	NaN	NaN	NaN	0.231	0
Steve Rodriguez	0	1661	NaN	NaN	NaN	NaN	0.206	0
Sergio Perez	0	1662	NaN	NaN	NaN	NaN	0.221	0
DJ Peters	0	1663	NaN	NaN	NaN	NaN	0.195	0
Willi Castro	0	1664	NaN	NaN	NaN	NaN	0.231	0
Dickie Joe Thon	0	1665	NaN	NaN	NaN	NaN	0.215	0
Jacob May	0	1666	NaN	NaN	NaN	NaN	0.219	0
Juan Ciriaco	0	1667	NaN	NaN	NaN	NaN	0.225	0
Gift Ngoepe	1.333	1668	0	2.25	2.25	0	0.197	8
Fabricio Macias	0	1669	NaN	NaN	NaN	NaN	0.224	0
Brandon Bednar	0	1670	NaN	NaN	NaN	NaN	0.235	0
T.J. Friedl	0	1671	NaN	NaN	NaN	NaN	0.213	0
Nathaniel Lowe	0	1672	NaN	NaN	NaN	NaN	0.207	0
Josh Lester	0	1673	NaN	NaN	NaN	NaN	0.219	0
Randolph Gassaway	0	1674	NaN	NaN	NaN	NaN	0.228	0
J.B. Moss	0	1675	NaN	NaN	NaN	NaN	0.217	0
John Wooten	0	1676	NaN	NaN	NaN	NaN	0.215	0
Abel Martinez	0	1677	NaN	NaN	NaN	NaN	0.22	0
Sean O'Connell	0	1678	NaN	NaN	NaN	NaN	0.212	0
K.C. Hobson	0	1679	NaN	NaN	NaN	NaN	0.202	0
Scott Burcham	0	1680	NaN	NaN	NaN	NaN	0.231	0
Brooks Marlow	0	1681	NaN	NaN	NaN	NaN	0.215	0
Alberto Carreon	0	1682	NaN	NaN	NaN	NaN	0.222	0
Adrian Marin	0	1683	NaN	NaN	NaN	NaN	0.227	0
John Brontsema	0	1684	NaN	NaN	NaN	NaN	0.225	0
Jomar Reyes	0	1685	NaN	NaN	NaN	NaN	0.225	0
Jose Manuel Orozco	0	1686	NaN	NaN	NaN	NaN	0.201	0
Jio Mier	0	1687	NaN	NaN	NaN	NaN	0.213	0
Robert Pehl	0	1688	NaN	NaN	NaN	NaN	0.21	0
Jesus Rivera	0	1689	NaN	NaN	NaN	NaN	0.225	0
Brendan Ryan	0	1690	NaN	NaN	NaN	NaN	0.214	0
Gabriel Gutierrez	0	1691	NaN	NaN	NaN	NaN	0.215	0
Rocky Gale	0	1692	NaN	NaN	NaN	NaN	0.226	0
Taylor Ard	0	1693	NaN	NaN	NaN	NaN	0.203	0
Gunnar Heidt	0	1694	NaN	NaN	NaN	NaN	0.206	0
Tuffy Gosewisch	0	1695	NaN	NaN	NaN	NaN	0.205	0
Cooper Hummel	0	1696	NaN	NaN	NaN	NaN	0.197	0
Nick Noonan	0	1697	NaN	NaN	NaN	NaN	0.225	0
Tim Roberson	0	1698	NaN	NaN	NaN	NaN	0.214	0
Spencer Navin	0	1699	NaN	NaN	NaN	NaN	0.207	0
Joe Maloney	0	1700	NaN	NaN	NaN	NaN	0.203	0
Chris Chinea	0	1701	NaN	NaN	NaN	NaN	0.226	0
Colton Welker	0	1702	NaN	NaN	NaN	NaN	0.224	0
Juan Ciriaco	0	1703	NaN	NaN	NaN	NaN	0.239	0
Seth Brown	0	1704	NaN	NaN	NaN	NaN	0.204	0
Matt Snyder	0	1705	NaN	NaN	NaN	NaN	0.205	0
Landon Cray	0	1706	NaN	NaN	NaN	NaN	0.211	0
Isan Diaz	0	1707	NaN	NaN	NaN	NaN	0.198	0
Roberto Valenzuela	0	1708	NaN	NaN	NaN	NaN	0.223	0
Carter Kieboom	0	1709	NaN	NaN	NaN	NaN	0.212	0
Carlos Castro	0	1710	NaN	NaN	NaN	NaN	0.22	0
Brett Austin	0	1711	NaN	NaN	NaN	NaN	0.196	0
Isaac Rodriguez Salazar	0	1712	NaN	NaN	NaN	NaN	0.226	0
Chris Madera	0	1713	NaN	NaN	NaN	NaN	0.219	0
Carlos Mendivil	0	1714	NaN	NaN	NaN	NaN	0.211	0
Thomas Coyle	0	1715	NaN	NaN	NaN	NaN	0.204	0
Alex Murphy	0	1716	NaN	NaN	NaN	NaN	0.201	0
Trever Adams	0	1717	NaN	NaN	NaN	NaN	0.203	0
Jesus Sanchez	0	1718	NaN	NaN	NaN	NaN	0.222	0
Erick Castillo	0	1719	NaN	NaN	NaN	NaN	0.215	0
Gerson Manzanillo	0	1720	NaN	NaN	NaN	NaN	0.225	0
Sharlon Schoop	0	1721	NaN	NaN	NaN	NaN	0.21	0
Joe DeCarlo	0	1722	NaN	NaN	NaN	NaN	0.189	0
Jesse Hodges	0	1723	NaN	NaN	NaN	NaN	0.21	0
Carlos Alvarez	0	1724	NaN	NaN	NaN	NaN	0.209	0
Jose Lozada	0	1725	NaN	NaN	NaN	NaN	0.222	0
Garrett Kennedy	0	1726	NaN	NaN	NaN	NaN	0.198	0
Trenton Kemp	0	1727	NaN	NaN	NaN	NaN	0.206	0
Jonathan Aceves	0	1728	NaN	NaN	NaN	NaN	0.202	0
Jaylin Davis	0	1729	NaN	NaN	NaN	NaN	0.209	0
Humberto Arteaga	0	1730	NaN	NaN	NaN	NaN	0.237	0
Tate Matheny	0	1731	NaN	NaN	NaN	NaN	0.219	0
Jose Godoy	0	1732	NaN	NaN	NaN	NaN	0.221	0
Daniel Sweet	0	1733	NaN	NaN	NaN	NaN	0.207	0
Zach Reks	0	1734	NaN	NaN	NaN	NaN	0.215	0
Daniel Lockhart	0	1735	NaN	NaN	NaN	NaN	0.222	0
Danny Black	0	1736	NaN	NaN	NaN	NaN	0.204	0
Brandon Villarreal	0	1737	NaN	NaN	NaN	NaN	0.212	0
Malquin Canelo	0	1738	NaN	NaN	NaN	NaN	0.211	0
Dylan Tice	0	1739	NaN	NaN	NaN	NaN	0.226	0
Rhett Wiseman	0	1740	NaN	NaN	NaN	NaN	0.213	0
